Rating,Review,category
2,Don't buy this mobile with weeks time phone get hanged ... worst mobile. i am shocked about the Samsung productCustomer care is telling we need use in safe mode.. what the fun paying this much amount,mobile
5,Induction is very good in terms of Use but It is not reliable as Min Stopped Working after only a Year   It kept on beeping as if no Utensil was kept on Induction   Repair shop is not easy to find in these times  Choose wisely .,home
5,Amazing,fashion
1,I am not satisfied,fashion
4,"Good phone, only one defect we can't search a number in dialled numbers we have to scroll down for it.",mobile
5,wow nice quality and product,fashion
5,Its good and easy to be used,home
5,Perfect story. Lots of twists and turns. Enjoyed reading it,books
3,The head of the toy is loose. It can t lock rest rings in their space.,toys
1,Not.a good product. plastic is used below average,toys
5,feels good about it,fashion
1,bad,toys
1,Worst battery performance,mobile
5,very reasonable ,
5,Its Awesome very comfortable...,fashion
4,Good qlty,toys
5,A well written story with the inspector and his assistant being alter egos .A weird story line but well written .Police details also well etched .,books
5,Excellent one,fashion
2,Good but not full colorful,toys
5,Fantastic one,fashion
2,very unpleasant,mobile
1,"Very bad quality camara front and back , very bad performance . Please don't buy it's money waste products .",mobile
1,Not money worthy,toys
4,Perfect for babies of 1year old.,toys
1,Price is little bit high from local market. But  packaging and thickness are all good. Product quality also nice. My baby love to play with it.,toys
2,not recommended,home
4,Did not have directions with it.,toys
1,Vvv bad,fashion
1,bad experiences,home
2,unfair with  color of the product,books
5,Good plot,books
5,wow nice quality and product,fashion
5,It s giving shock. It s dangerous for cooking. It should be made shock proof.,home
4,OK,toys
1,Quality is not good,toys
1,I hate this product,fashion
1,Very small in size for 3 year kid as showen in picture.,toys
5,This is good product use in kitchen.,home
4,Loos,toys
5,I have been using it since last two year. This is the second time I am ordered this. 1st one is at my Home that still in use. 2nd one I am using as I live some other place.Easy to Use.Best at this Range.,home
2,unfair with  color of the product,fashion
3,I will not suggest to buy this. Even it is low cost the plastic is so flimsy not worthy,toys
5,The rooftop works only with still vessels which is not mentioned on Amazon website as well as product descriptions.I faced loss of money as I own all aluminium vessels and this product is good for nothing$It feels like Amazon and seller have cheated me!I will never recommend this seller to anyone s in future!,home
1,Stitch problem,fashion
2,worst product don?t buy it.,mobile
5,As the pace of the book was going further... thought the plot was too twisted and the end was little over stretched. Having read many books on crime this did not keep up to my expectations. It was my first book of the author.. i hope he writes another one which is better than this one.,books
2,"Very bad quality camara front and back , very bad performance . Please don't buy it's money waste products .",mobile
1,Highly disappointed ????,mobile
2,Product is not up to the mark as compair to price,toys
1,Worst to the mystery world. Instead of sticking around mystery he always describes things not relevant to murder. That slows down mystery. Its a curse to mystery world. I read case no 56 book  That s the mystery book sticking around the murder and heart beats rapidly when I read and finished the book in 2 days apart from office hours. But this one stupid build up writing capability not mystery work. The cover page The tribune comment is absolutely pathetic f****. I don t gonna buy his other books in amazon recommendation. To author  pls read some good mystery books which revolve around the mystery not try showing writing talent.  Try mystery talent here. 0 marks.,books
5,-,books
3,Nice Product. Value for money product from Ratan Plastic Product.,toys
1,Very low in quality . But value for money,toys
2,book is too bad,books
5,Look wise fantastic and cost are perfect,fashion
2,Top smiley was missing  so requested for replacement.,toys
2,not having proper response when I am contact with director,mobile
3,Lightweight and sturdy great toy for children helps in learning colours as well,toys
3,Its an average ,mobile
4,Great image quality but the puzzle needs to be a little thicker.,toys
5,I bought it last week only small size to vessel were working in it. For medium size and for non stick pan it was showing E0 error continuesly..Returned the product.,home
2,Very light weight,toys
2,Poor Quality,fashion
4,iPhone is not for heavy user,mobile
4,Good,toys
2,services are very bad,books
4,I quite enjoyed the previous two Inspector Saralkar mysteries. As such when this book released  I bought it promptly with much expectations. And I must say  the book met with each of my expectations.Inspector Saralkar and Motkar are back. This time they are investigating what seems to be an open and shut case of a man murdering his cheating wife and then hanging himself complete with a suicide note with the murder confession. Trust Inspector Saralkar to look closely even in such a case  and what he digs up is a lot of trouble including an unsolved murder.I like this series as it seamlessly combines mystery with drama. There s a lot of drama in the book  whether it be in Saralkar and Motkar s personal life or whether be it in the case. And the comic relief with Saralkar s sarcastic one liners is always a welcome thing in a book. In this instalment  we see the protagonist grow a bit as he ties up all the loops in the mystery. What is interesting is the way the author builds up each sceneâ€¦ from police station to the crime scene  the settings are always detailed. The dialogues in the book are mostly sharp and crisp. By the time the climax comes in  everything is neatly set up for Saralkar to tie up. Not a single plot hole.Overall  this is one of the best IWE mystery books that I have read in recent times. I recommend it to all mystery and whodunnit lovers.,books
